"","Y1966","Y1967","Y1968","Y1969","Y1970","Y1971","Y1972","Y1973","Y1974","Y1975","Y1976","Y1977","Y1978","Y1979","Y1980","Y1981","Y1982","Y1983","Y1984","Y1985","Y1986","Y1987","Y1988","Y1989","Y1990","Y1991","Y1992","Y1993","Y1994","Y1995","Y1996","Y1997","Y1998","Y1999","Y2000","Y2001","Y2002","Y2003","Y2004","Y2005","Y2006","Y2007","Y2008","Y2009","Y2010"
"46001",1,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0
"46002",NA,NA,NA,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46003",1,1,1,0,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46004",NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA
"46005",NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46006",1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,NA,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"46007",NA,1,0,0,0,0,NA,0,0,1,0,0,NA,0,NA,0,0,0,NA,0,0,0,NA,NA,1,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,NA,0,0
"46008",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,NA,1,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,1,0
"46009",1,1,0,1,1,0,0,NA,NA,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,NA
"46010",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46011",NA,1,1,NA,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"46012",NA,NA,1,0,0,0,0,0,0,0,0,0,NA,0,1,0,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46013",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"46014",NA,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46015",NA,1,0,0,0,0,NA,0,0,0,NA,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46016",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46017",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,NA,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"46018",1,1,0,0,NA,1,0,0,0,1,0,1,0,NA,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0
"46019",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA
"46020",NA,NA,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,1,0,0,0,0,0,0,0,0,0,NA,0,0,0
"46021",1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46022",1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"46023",1,0,NA,NA,1,0,1,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46024",1,NA,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"46025",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46026",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46027",1,0,NA,1,1,0,0,0,0,0,1,0,0,0,0,0,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"46028",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"46029",1,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46030",NA,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
"46031",1,0,0,0,1,1,1,0,0,1,1,0,NA,1,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,1
"46032",NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46033",NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46034",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,1,0,NA,0,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,1,NA,1,0,0,0,0,0,0,0
"46035",1,0,0,0,0,0,0,0,0,NA,1,NA,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,1,0,1,0,0,0,0,0,0,0
"46036",1,1,0,NA,1,1,1,NA,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"46037",1,NA,NA,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"46038",1,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"46039",1,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0
"46040",NA,NA,NA,1,0,0,0,0,0,0,1,0,1,NA,0,NA,1,1,1,1,1,0,0,NA,0,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"46041",1,0,0,1,NA,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,NA,0,0,0
"46042",1,0,NA,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"46043",NA,1,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"46044",1,0,0,0,0,0,0,0,0,NA,1,NA,0,0,0,1,1,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46045",NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46046",1,0,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46047",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"46048",1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"46049",1,0,0,1,0,0,NA,1,0,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46050",1,1,1,NA,1,0,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,NA
